"gene","sample","expression","organism","age","sex","infection","strain","time","tissue","mouse","ENTREZID","product","ensembl_gene_id","external_synonym","chromosome_name","gene_biotype","phenotype_description","hsapiens_homolog_associated_gene_name"
"Inpp1","GSM2545344",3400,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","16329","inositol polyphosphate-1-phosphatase, transcript variant X2","ENSMUSG00000026102","2300002C06Rik","1","protein_coding","abnormal cornea morphology","INPP1"
"Mstn","GSM2545344",30,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","17700","myostatin","ENSMUSG00000026100","Gdf8","1","protein_coding","abnormal body composition","MSTN"
"Asnsd1","GSM2545344",689,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","70396","asparagine synthetase domain containing 1, transcript variant 2","ENSMUSG00000026095","2210409M21Rik","1","protein_coding",NA,"ASNSD1"
"Gtf3c3","GSM2545344",1098,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","98488","general transcription factor IIIC, polypeptide 3","ENSMUSG00000041303",NA,"1","protein_coding",NA,"GTF3C3"
"Pgap1","GSM2545344",2003,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241062","post-GPI attachment to proteins 1","ENSMUSG00000073678","5033403E17Rik","1","protein_coding","preweaning lethality complete penetrance","PGAP1"
"Gm19637","GSM2545344",1,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","100503327",NA,"ENSMUSG00000101130",NA,"1","processed_pseudogene",NA,NA
"Ankrd44","GSM2545344",693,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","329154","ankyrin repeat domain 44, transcript variant X1","ENSMUSG00000052331","E130014H08Rik","1","protein_coding",NA,"ANKRD44"
"Sf3b1","GSM2545344",16547,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","81898","splicing factor 3b, subunit 1","ENSMUSG00000025982","2810001M05Rik","1","protein_coding","cervical vertebral transformation","SF3B1"
"Gm6822","GSM2545344",10,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","627998",NA,"ENSMUSG00000061863",NA,"1","processed_pseudogene",NA,NA
"Boll","GSM2545344",5,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","75388","bol, boule-like (Drosophila), transcript variant X1","ENSMUSG00000025977","4930554P13Rik","1","protein_coding","abnormal male germ cell apoptosis","BOLL"
"Gm8292","GSM2545344",14,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","666793",NA,"ENSMUSG00000100215",NA,"1","processed_pseudogene",NA,NA
"Plcl1","GSM2545344",1299,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","227120","phospholipase C-like 1","ENSMUSG00000038349","C230017K02Rik","1","protein_coding","abnormal motor coordination/ balance","PLCL1"
"Gm6644","GSM2545344",1,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","626009","predicted gene 6644","ENSMUSG00000100309",NA,"1","processed_pseudogene",NA,NA
"Satb2","GSM2545344",29,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","212712","special AT-rich sequence binding protein 2, transcript variant X3","ENSMUSG00000038331","BAP002","1","protein_coding","abnormal craniofacial morphology","SATB2"
"BC055402","GSM2545344",6,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","407809","cDNA sequence BC055402","ENSMUSG00000101429",NA,"1","lncRNA",NA,NA
"Tyw5","GSM2545344",434,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","68736","tRNA-yW synthesizing protein 5, transcript variant X2","ENSMUSG00000048495","1110034B05Rik","1","protein_coding",NA,"TYW5"
"Spats2l","GSM2545344",336,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","67198","spermatogenesis associated, serine-rich 2-like, transcript variant X4","ENSMUSG00000038305","2810022L02Rik","1","protein_coding",NA,"SPATS2L"
"Aox4","GSM2545344",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","71872","aldehyde oxidase 4","ENSMUSG00000038242","2310003G12Rik","1","protein_coding","prenatal lethality incomplete penetrance",NA
"Aox2","GSM2545344",0,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","213043","aldehyde oxidase 2, transcript variant X1","ENSMUSG00000079554","Aox3l1","1","protein_coding",NA,NA
"Bzw1","GSM2545344",7686,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","66882","basic leucine zipper and W2 domains 1","ENSMUSG00000051223","1200015E15Rik","1","protein_coding","abnormal auditory brainstem response","BZW1"
"Clk1","GSM2545344",7318,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12747","CDC-like kinase 1, transcript variant 2","ENSMUSG00000026034","Clk1","1","protein_coding","abnormal response to tactile stimuli","CLK1"
"Ppil3","GSM2545344",328,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","70225","peptidylprolyl isomerase (cyclophilin)-like 3, transcript variant 1","ENSMUSG00000026035","2310076N22Rik","1","protein_coding","abnormal bone structure","PPIL3"
"Nif3l1","GSM2545344",694,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","65102","Ngg1 interacting factor 3-like 1 (S. pombe), transcript variant X1","ENSMUSG00000026036","1110030G24Rik","1","protein_coding",NA,"NIF3L1"
"Cflar","GSM2545344",1270,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12633","CASP8 and FADD-like apoptosis regulator, transcript variant X1","ENSMUSG00000026031","2310024N18Rik","1","protein_coding","hypoactivity","CFLAR"
"Casp8","GSM2545344",64,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12370","caspase 8, transcript variant X1","ENSMUSG00000026029","Caspase-8","1","protein_coding","abnormal blood cell morphology/development","CASP8"
"Stradb","GSM2545344",907,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","227154","STE20-related kinase adaptor beta, transcript variant X1","ENSMUSG00000026027","Als2cr2","1","protein_coding","abnormal auditory brainstem response","STRADB"
"Tmem237","GSM2545344",914,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","381259","transmembrane protein 237, transcript variant X1","ENSMUSG00000038079","Als2cr4","1","protein_coding","abnormal adrenal gland morphology","TMEM237"
"Cdk15","GSM2545344",10,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","271697","cyclin-dependent kinase 15, transcript variant X1","ENSMUSG00000026023","Als2cr7","1","protein_coding","abnormal cholesterol homeostasis","CDK15"
"Fzd7","GSM2545344",2230,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","14369","frizzled homolog 7 (Drosophila)","ENSMUSG00000041075","Fz7","1","protein_coding","abnormal heart morphology","FZD7"
"Sumo1","GSM2545344",2889,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","22218","SMT3 suppressor of mif two 3 homolog 1 (yeast)","ENSMUSG00000026021","PIC1","1","protein_coding","abnormal heart morphology","SUMO1"
"Fam117b","GSM2545344",4042,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","72750","family with sequence similarity 117, member B","ENSMUSG00000041040","2810425F24Rik","1","protein_coding","abnormal bone mineralization","FAM117B"
"Wdr12","GSM2545344",1087,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","57750","WD repeat domain 12, transcript variant 1","ENSMUSG00000026019","4933402C23Rik","1","protein_coding","abnormal coat/hair pigmentation","WDR12"
"Nbeal1","GSM2545344",1556,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","269198","neurobeachin like 1, transcript variant X6","ENSMUSG00000073664","2310076G13Rik","1","protein_coding","decreased circulating triglyceride level","NBEAL1"
"Abi2","GSM2545344",4450,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","329165","abl-interactor 2, transcript variant X1","ENSMUSG00000026782","8430425M24Rik","1","protein_coding","abnormal behavior","ABI2"
"Cd28","GSM2545344",72,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12487","CD28 antigen","ENSMUSG00000026012",NA,"1","protein_coding","decreased T cell number","CD28"
"Gm11581","GSM2545344",0,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","667555",NA,"ENSMUSG00000083355",NA,"1","processed_pseudogene",NA,NA
"Icos","GSM2545344",0,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","54167","inducible T cell co-stimulator, transcript variant X1","ENSMUSG00000026009",NA,"1","protein_coding","short tibia","ICOS"
"Nrp2","GSM2545344",445,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","18187","neuropilin 2, transcript variant 1","ENSMUSG00000025969","1110048P06Rik","1","protein_coding","abnormal anterior commissure morphology","NRP2"
"Gm4208","GSM2545344",2,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","100043070","predicted gene 4208, transcript variant X2","ENSMUSG00000100426",NA,"1","lncRNA",NA,NA
"Ndufs1","GSM2545344",6831,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","227197","NADH dehydrogenase (ubiquinone) Fe-S protein 1, transcript variant 4","ENSMUSG00000025968","5830412M15Rik","1","protein_coding","decreased circulating triglyceride level","NDUFS1"
"Eef1b2","GSM2545344",3490,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","55949","eukaryotic translation elongation factor 1 beta 2","ENSMUSG00000025967","2810017J07Rik","1","protein_coding","abnormal bone structure","EEF1B2"
"Gpr1","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241070","G protein-coupled receptor 1, transcript variant X1","ENSMUSG00000046856",NA,"1","protein_coding","decreased brown fat cell size","CMKLR2"
"Gm11605","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","667644",NA,"ENSMUSG00000081643",NA,"1","processed_pseudogene",NA,NA
"Adam23","GSM2545344",7382,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","23792","a disintegrin and metallopeptidase domain 23, transcript variant X1","ENSMUSG00000025964","MDC3","1","protein_coding","abnormal tooth morphology","ADAM23"
"Dytn","GSM2545344",4,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241073","dystrotelin","ENSMUSG00000069085","LOC241073","1","protein_coding",NA,"DYTN"
"Mdh1b","GSM2545344",20,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","76668","malate dehydrogenase 1B, NAD (soluble), transcript variant X1","ENSMUSG00000025963","1700124B08Rik","1","protein_coding",NA,"MDH1B"
"Gm13748","GSM2545344",12,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","102639767","predicted gene 13748","ENSMUSG00000086836",NA,"1","lncRNA",NA,NA
"Ccnyl1","GSM2545344",473,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","227210","cyclin Y-like 1, transcript variant X1","ENSMUSG00000070871","9630037P07Rik","1","protein_coding","abnormal sperm annulus morphology","CCNYL1"
"Plekhm3","GSM2545344",1823,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241075","pleckstrin homology domain containing, family M, member 3, transcript variant X2","ENSMUSG00000051344","9430067K14Rik","1","protein_coding",NA,"PLEKHM3"
"Rpl10a-ps1","GSM2545344",16,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","100043141",NA,"ENSMUSG00000084416","ENSMUSG00000061631","1","processed_pseudogene",NA,NA
"Cryga","GSM2545344",1,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12964","crystallin, gamma A","ENSMUSG00000044429","Cryg-4","1","protein_coding","abnormal lens fiber morphology","CRYGA"
"Pikfyve","GSM2545344",2708,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","18711","phosphoinositide kinase, FYVE finger containing, transcript variant X7","ENSMUSG00000025949","5230400C17Rik","1","protein_coding","abnormal atrium myocardium morphology","PIKFYVE"
"Map2","GSM2545344",24116,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","17756","microtubule-associated protein 2, transcript variant X1","ENSMUSG00000015222","G1-397-34","1","protein_coding","abnormal Purkinje cell morphology","MAP2"
"Unc80","GSM2545344",20154,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","329178","unc-80 homolog (C. elegans), transcript variant X9","ENSMUSG00000055567","C030018G13Rik","1","protein_coding","decreased body length","UNC80"
"Kansl1l","GSM2545344",1341,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","68691","KAT8 regulatory NSL complex subunit 1-like, transcript variant 1","ENSMUSG00000026004","1110028C15Rik","1","protein_coding",NA,"KANSL1L"
"Acadl","GSM2545344",2096,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","11363","acyl-Coenzyme A dehydrogenase, long-chain","ENSMUSG00000026003","C79855","1","protein_coding","abnormal adaptive thermogenesis","ACADL"
"Gm15793","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","102640707",NA,"ENSMUSG00000082769",NA,"1","processed_pseudogene",NA,NA
"Spag16","GSM2545344",101,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","66722","sperm associated antigen 16, transcript variant X2","ENSMUSG00000053153","4921511D23Rik","1","protein_coding","abnormal Sertoli cell morphology","SPAG16"
"Bard1","GSM2545344",19,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12021","BRCA1 associated RING domain 1, transcript variant X1","ENSMUSG00000026196","ENSMUSG00000060893","1","protein_coding","abnormal DNA replication","BARD1"
"Abca12","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","74591","ATP-binding cassette, sub-family A (ABC1), member 12","ENSMUSG00000050296","4832428G11Rik","1","protein_coding","abnormal facial morphology","ABCA12"
"Atic","GSM2545344",901,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","108147","5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase","ENSMUSG00000026192","2610509C24Rik","1","protein_coding",NA,"ATIC"
"Fn1","GSM2545344",2787,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","14268","fibronectin 1, transcript variant 7","ENSMUSG00000026193","Fn","1","protein_coding","abnormal amnion morphology","FN1"
"Gm5256","GSM2545344",1,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","383528",NA,"ENSMUSG00000100319",NA,"1","processed_pseudogene",NA,NA
"Tmem169","GSM2545344",654,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","271711","transmembrane protein 169, transcript variant X2","ENSMUSG00000026188","A830020B06Rik","1","protein_coding","dilated heart left ventricle","TMEM169"
"Xrcc5","GSM2545344",719,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","22596","X-ray repair complementing defective repair in Chinese hamster cells 5, transcript variant X1","ENSMUSG00000026187","Ku80","1","protein_coding","abnormal B cell differentiation","XRCC5"
"Smarcal1","GSM2545344",2826,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","54380","SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1, transcript variant X1","ENSMUSG00000039354","6030401P21Rik","1","protein_coding","increased hematocrit","SMARCAL1"
"Igfbp2","GSM2545344",2002,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","16008","insulin-like growth factor binding protein 2","ENSMUSG00000039323","IGFBP-2","1","protein_coding","decreased heart weight","IGFBP2"
"Gm29183","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","102633781","predicted gene 29183, transcript variant X2","ENSMUSG00000101344",NA,"1","lncRNA",NA,NA
"Rufy4","GSM2545344",8,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","435626","RUN and FYVE domain containing 4, transcript variant X1","ENSMUSG00000061815","F930048N03Rik","1","protein_coding","abnormal spleen morphology","RUFY4"
"Cxcr2","GSM2545344",7,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","12765","chemokine (C-X-C motif) receptor 2","ENSMUSG00000026180","CD128","1","protein_coding","decreased B cell number","CXCR2"
"Arpc2","GSM2545344",3809,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","76709","actin related protein 2/3 complex, subunit 2, transcript variant X1","ENSMUSG00000006304","2210023N03Rik","1","protein_coding","abnormal coat/hair pigmentation","ARPC2"
"Aamp","GSM2545344",4202,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","227290","angio-associated migratory protein, transcript variant 2","ENSMUSG00000006299","Aamp-rs","1","protein_coding","embryonic lethality prior to organogenesis","AAMP"
"Tmbim1","GSM2545344",1634,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","69660","transmembrane BAX inhibitor motif containing 1","ENSMUSG00000006301","2310061B02Rik","1","protein_coding","abnormal aorta tunica media morphology","TMBIM1"
"Catip","GSM2545344",75,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241112","ciliogenesis associated TTC17 interacting protein","ENSMUSG00000073650","Gm216","1","protein_coding","increased mean corpuscular hemoglobin","CATIP"
"Zfp142","GSM2545344",1712,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","77264","zinc finger protein 142","ENSMUSG00000026135","9330177B18Rik","1","protein_coding","abnormal skin coloration","ZNF142"
"Rnf25","GSM2545344",1246,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","57751","ring finger protein 25, transcript variant X1","ENSMUSG00000026171","0610009H16Rik","1","protein_coding","decreased blood urea nitrogen level","RNF25"
"Ttll4","GSM2545344",1994,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","67534","tubulin tyrosine ligase-like family, member 4, transcript variant X2","ENSMUSG00000033257","4632407P03Rik","1","protein_coding","abnormal retina morphology","TTLL4"
"Prkag3","GSM2545344",25,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","241113","protein kinase, AMP-activated, gamma 3 non-catatlytic subunit, transcript variant X2","ENSMUSG00000006542","AMPKg3","1","protein_coding","abnormal glucose homeostasis","PRKAG3"
"Gm29539","GSM2545344",0,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","102634275","predicted gene 29539, transcript variant X3","ENSMUSG00000099472",NA,"1","lncRNA",NA,NA
"Wnt10a","GSM2545344",9,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","22409","wingless-type MMTV integration site family, member 10A","ENSMUSG00000026167",NA,"1","protein_coding","short tibia","WNT10A"
"Ihh","GSM2545344",6,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","16147","Indian hedgehog","ENSMUSG00000006538",NA,"1","protein_coding","abnormal appendicular skeleton morphology","IHH"
"Slc23a3","GSM2545344",3,"Mus musculus",8,"Female","InfluenzaA","C57BL/6",4,"Cerebellum","22","22626","solute carrier family 23 (nucleobase transporters), member 3, transcript variant X3","ENSMUSG00000026205","SVCT3","1","protein_coding","abnormal lung morphology","SLC23A3"
